title,item_opened_by,current_status,labels,created_by,location,contrib_type,repo,type
fix: incorrect license specification,2023-03-23 18:43:23,closed,,henryiii,"Princeton, NJ",contributor,python-package-guide,pulls
fix: incorrect backend key,2023-03-23 18:37:08,closed,,henryiii,"Princeton, NJ",contributor,python-package-guide,pulls
Fix: ordered list on complex package page,2023-03-22 23:19:10,closed,,lwasser,United States,staff,python-package-guide,pulls
A11y: Use PyData Theme's Sphinx Design Components to fix dark mode contrast,2023-03-22 20:08:01,closed,,hugovk,"Helsinki, Finland",contributor,python-package-guide,pulls
Fix image as fonts are working with svg,2023-03-22 18:44:54,closed,,lwasser,United States,staff,python-package-guide,pulls
Add: matomo to guide,2023-03-06 17:57:47,closed,,lwasser,United States,staff,python-package-guide,pulls
(Review 2 - complete) Packaging section - part 2 ,2023-02-22 20:49:47,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: move book to pydata_sphinx_theme,2023-02-02 21:44:03,closed,,lwasser,United States,staff,python-package-guide,pulls
Add: precommit hooks and clean up all files,2023-01-25 20:31:37,closed,,lwasser,United States,staff,python-package-guide,pulls
"Add: package versionioning, pypi / conda publishing & code format pre-commit pages (Reviews Welcome!)",2023-01-05 20:30:00,closed,,lwasser,United States,staff,python-package-guide,pulls
(Review 1:) Add: package structure & build tools overview to packaging guide,2023-01-04 00:00:50,closed,updates-underway,lwasser,United States,staff,python-package-guide,pulls
Add: zenodo file to repo for citation,2022-12-29 18:40:08,closed,,lwasser,United States,staff,python-package-guide,pulls
Review 2 (reviews open): Add: documentation section to package guide,2022-12-29 18:22:09,closed,🚀 ready-for-review,lwasser,United States,staff,python-package-guide,pulls
Package structure,2022-12-15 17:34:08,closed,,lwasser,United States,staff,python-package-guide,pulls
IGNORE: Code style packaging section to the guide,2022-11-30 18:14:25,closed,,lwasser,United States,staff,python-package-guide,pulls
REVIEW 1 (reviews closed) - ADD: Documentation section to our packaging guide  ,2022-11-30 18:12:06,closed,new-content,lwasser,United States,staff,python-package-guide,pulls
ADD: Update package theme to furo and add sitemap and opengraph,2022-11-23 20:12:31,closed,,lwasser,United States,staff,python-package-guide,pulls
IGNORE: content check bringing package info over to this section,2022-10-31 23:02:47,closed,,lwasser,United States,staff,python-package-guide,pulls
Update contributing and readme and add circle ci,2022-10-27 21:42:03,closed,,lwasser,United States,staff,python-package-guide,pulls
CONTENT: documentation text and styles,2022-10-26 19:06:10,closed,,lwasser,United States,staff,python-package-guide,pulls
IGNORE: content check Authoring content update,2022-10-25 22:02:16,closed,,lwasser,United States,staff,python-package-guide,pulls
"WHY DON""T YOU LIKE ME HTML PROOFER? 😭 ",2022-10-25 18:36:42,closed,,lwasser,United States,staff,python-package-guide,pulls
add infra to build sphinx book,2022-10-25 15:49:58,closed,,lwasser,United States,staff,python-package-guide,pulls
Dummy issue: show integration of peer review with editors as sub-issue,2025-02-11 23:27:41,open,,slobentanzer,,contributor,software-peer-review,issues
Fix: ignore 429 htmlproofer (too many requests normally github related),2025-02-11 23:01:41,closed,,lwasser,United States,staff,software-peer-review,issues
Add: link checker should ignore status code 429 which is too many attempts to reach a domain,2025-02-11 22:02:17,open,,lwasser,United States,staff,software-peer-review,issues
Explain to editors what happend when a pacakge is tagged as approved,2025-02-06 21:45:58,closed,,hamogu,"Cambridge, MA, USA",contributor,software-peer-review,issues
Add guidelines on archiving inactive packages,2025-01-13 03:56:38,closed,,banesullivan,United States,contributor,software-peer-review,issues
Create help_wanted.yaml,2024-11-14 20:39:49,closed,infrastructure,willingc,San Diego,contributor,software-peer-review,issues
fix: update text around our on-hold process for packages where a maintainer hasn't responded in a period of time,2024-10-02 23:38:29,open,,lwasser,United States,staff,software-peer-review,issues
Host review status badge at pyopensci.org,2024-06-27 21:23:42,closed,,sneakers-the-rat,,contributor,software-peer-review,issues
Fix: ignore 429 htmlproofer (too many requests normally github related),2025-02-11 23:01:41,closed,,lwasser,United States,staff,software-peer-review,pulls
Explain to editors what happend when a pacakge is tagged as approved,2025-02-06 21:45:58,closed,,hamogu,"Cambridge, MA, USA",contributor,software-peer-review,pulls
Add guidelines on archiving inactive packages,2025-01-13 03:56:38,closed,,banesullivan,United States,contributor,software-peer-review,pulls
Update build-book.yml and pin htmlproofer.,2024-11-14 20:57:27,open,,willingc,San Diego,contributor,software-peer-review,pulls
Create help_wanted.yaml,2024-11-14 20:39:49,closed,infrastructure,willingc,San Diego,contributor,software-peer-review,pulls
feat(pyosbot): instructions for using the bot,2024-10-03 20:20:52,open,,lwasser,United States,staff,software-peer-review,pulls
feat(policy): add policy around on hold and stale reviews,2024-10-02 23:45:38,closed,,lwasser,United States,staff,software-peer-review,pulls
Switch url to pyopensci from tinyurl,2024-06-27 23:32:45,closed,,sneakers-the-rat,,contributor,software-peer-review,pulls
ENH: updates to editor & reviewer onboarding pages,2024-06-13 20:29:30,closed,,lwasser,United States,staff,software-peer-review,pulls
UPDATES: editor recruitment and onboarding,2024-05-31 14:56:46,closed,dont merge,kierisi,"Chicago, IL",staff,software-peer-review,pulls
Fix broken link in reviewer guide.,2024-05-01 20:45:20,closed,,ctb,"Davis, CA",contributor,software-peer-review,pulls
Add become-a-reviewer link to the Guide for reviewers,2024-04-07 11:16:50,closed,,xuanxu,Madrid,contributor,software-peer-review,pulls
Fix: update governance --> handbook,2024-04-04 19:33:16,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: update scope criteria for analytics packages,2024-03-28 23:33:44,closed,reviews-welcome,lwasser,United States,staff,software-peer-review,pulls
UPDATE: align EIC Guide tasks with GitHub labels,2024-02-26 17:35:14,closed,,kierisi,"Chicago, IL",staff,software-peer-review,pulls
docs (peer-review): Remove changing website in authors' post review task,2024-02-21 17:20:31,closed,,Batalex,,contributor,software-peer-review,pulls
Fix: Update actions to the most current versions,2024-02-21 11:48:55,closed,,xuanxu,Madrid,contributor,software-peer-review,pulls
Fix: port styles from packaging guide over,2024-02-12 23:34:01,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: review the partnership page,2024-02-12 23:24:06,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: pin pydata sphinx to get left side bar nav back,2024-01-17 00:33:40,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: readme logo,2024-01-17 00:22:03,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: fix redirect action for previous,2024-01-09 16:10:41,closed,,lwasser,United States,staff,software-peer-review,pulls
Small fix for the text in editors-guide.md,2023-11-30 23:30:24,closed,,xmnlab,Earth,contributor,software-peer-review,pulls
Fix: add favicon and add blocks to author guide,2023-11-29 22:35:54,closed,,lwasser,United States,staff,software-peer-review,pulls
"Use long form command-line argument for ""self-documentation""",2023-11-28 19:04:41,closed,,nutjob4life,,contributor,software-peer-review,pulls
Fix: update editor steps to include reviewer info & update checklist,2023-11-09 16:19:53,closed,reviews-welcome,lwasser,United States,staff,software-peer-review,pulls
Fix: update archive package text,2023-10-26 23:12:26,closed,"enhancement, reviews-welcome",lwasser,United States,staff,software-peer-review,pulls
Fix: a few broken urls,2023-10-23 18:40:44,closed,,lwasser,United States,staff,software-peer-review,pulls
docs: Fix reviewer guide link in request template,2023-10-05 18:25:18,closed,,Batalex,,contributor,software-peer-review,pulls
Add: more specific community partners page with FAQ,2023-09-18 21:55:49,closed,,lwasser,United States,staff,software-peer-review,pulls
editor checklist fixup,2023-09-06 17:40:00,closed,,ucodery,,contributor,software-peer-review,pulls
Add: new page on review triage team,2023-08-22 23:15:48,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: remove language around adding package and contribs to website,2023-07-27 18:13:00,closed,,lwasser,United States,staff,software-peer-review,pulls
Minor edits to the Author guide,2023-07-15 20:36:35,closed,,g-patlewicz,,contributor,software-peer-review,pulls
Fixed spelling error on the Contributing page,2023-07-15 20:06:38,closed,,g-patlewicz,,contributor,software-peer-review,pulls
A few minor edits on the Software review process page,2023-07-15 19:55:36,closed,,g-patlewicz,,contributor,software-peer-review,pulls
Minor changes to the Package scope page,2023-07-15 19:38:38,closed,,g-patlewicz,,contributor,software-peer-review,pulls
Minor text revisions and corrections to the Benefits page,2023-07-15 18:06:32,closed,,g-patlewicz,,contributor,software-peer-review,pulls
Making typo and grammar corrections to the Our goals page within Scie…,2023-07-15 17:34:41,closed,,g-patlewicz,,contributor,software-peer-review,pulls
Updating the introduction page in the software review guide to make some typo changes,2023-07-15 16:29:10,closed,,g-patlewicz,,contributor,software-peer-review,pulls
Update intro.md,2023-07-15 16:16:54,closed,,yang-ruoxi,,contributor,software-peer-review,pulls
Feat: add text associated with astropy partnership,2023-07-05 17:21:44,closed,"reviews-welcome, content-update",lwasser,United States,staff,software-peer-review,pulls
Update: initial review survey ,2023-06-27 17:06:43,closed,,lwasser,United States,staff,software-peer-review,pulls
A few points of clarification wrapping up review,2023-06-20 18:15:05,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix GitHub icon link,2023-05-26 09:26:18,closed,,dstansby,"London, UK",contributor,software-peer-review,pulls
Remove implementation suggestions from checks,2023-05-26 09:10:48,closed,,dstansby,"London, UK",contributor,software-peer-review,pulls
Fix links in editor checks,2023-05-26 09:04:52,closed,,dstansby,"London, UK",contributor,software-peer-review,pulls
Fix HTML-Proofer failure for 2i2c documentation,2023-05-26 07:13:44,closed,,cmarmo,,contributor,software-peer-review,pulls
"Fix: Remove redundant ""Review guide"" section",2023-04-22 21:20:41,closed,,ForgottenProgramme,"Berlin, Germany",contributor,software-peer-review,pulls
Fix: update logo and add contributing link to guide,2023-04-18 16:56:10,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix scope link,2023-03-27 20:45:03,closed,,astrojuanlu,Spain,contributor,software-peer-review,pulls
Update documentation and template for reviewers about tests,2023-03-20 22:33:45,closed,,cmarmo,,contributor,software-peer-review,pulls
Add warning on how to contact reviewers consistently,2023-03-18 12:17:52,closed,,Batalex,,contributor,software-peer-review,pulls
Fix: Remove GA and add Matomo analytics,2023-03-06 17:29:43,closed,,lwasser,United States,staff,software-peer-review,pulls
"Add info on GitHub permissions, fix #195",2023-02-27 01:46:48,closed,,NickleDave,Charm City,contributor,software-peer-review,pulls
Add: links to diversity in our policy around assigning editors / reviewers ,2023-02-22 22:29:44,closed,,lwasser,United States,staff,software-peer-review,pulls
Tweak wording of admonition in package-scope.md,2023-02-22 02:36:08,closed,,NickleDave,Charm City,contributor,software-peer-review,pulls
Add: telemetry policy to scope page,2023-02-21 19:18:28,closed,,lwasser,United States,staff,software-peer-review,pulls
test,2023-02-21 19:15:09,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: badge link,2023-02-16 11:54:55,closed,,sumit-158,India,contributor,software-peer-review,pulls
One last zenodo update,2023-02-14 22:10:03,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: all contributors json,2023-02-14 21:54:17,closed,,lwasser,United States,staff,software-peer-review,pulls
Add: all contributors to zenodo file,2023-02-14 21:28:40,closed,,lwasser,United States,staff,software-peer-review,pulls
fix: Fix broken links in editor initial response,2023-02-02 18:20:14,closed,,Batalex,,contributor,software-peer-review,pulls
Add partners and scope to grid,2023-02-01 22:30:32,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: Update scope document and also fix a few sphinx bugs,2023-01-31 23:37:49,closed,reviews-welcome,lwasser,United States,staff,software-peer-review,pulls
Update: guide to use sphinx data theme,2023-01-31 19:41:19,closed,,lwasser,United States,staff,software-peer-review,pulls
Add: precommit config and clean up ALL files to repo,2023-01-24 00:18:15,closed,,lwasser,United States,staff,software-peer-review,pulls
Add pangeo community collab to peer review guide (and precommit!),2023-01-23 16:41:55,closed,enhancement,lwasser,United States,staff,software-peer-review,pulls
Reorg guide to have shorter expressive urls and add pangeo,2023-01-13 00:15:50,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: restucture EIC checks to align with doc section in packaging guide,2023-01-11 16:34:29,closed,,lwasser,United States,staff,software-peer-review,pulls
Add zenodo file for release publication,2022-12-13 21:33:57,closed,,lwasser,United States,staff,software-peer-review,pulls
FIX: Update and cleanup the peer review section of our guide,2022-11-29 23:55:47,closed,"reviews-welcome, content-update",lwasser,United States,staff,software-peer-review,pulls
ADD: add sitemap to build for google search support,2022-11-23 22:10:13,closed,,lwasser,United States,staff,software-peer-review,pulls
"FIX: Update the ""intro"" section of the peer review guide",2022-11-22 19:24:47,closed,"reviews-welcome, content-update",lwasser,United States,staff,software-peer-review,pulls
FIX: readme actions badge,2022-11-03 21:52:32,closed,,lwasser,United States,staff,software-peer-review,pulls
"FIX/INFRA: Nov 2022 fix landing page, fix links and cleanup CI ✅ ",2022-11-03 21:30:09,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix 'contributing-guide' -> 'peer-review-guide' in README links,2022-11-02 21:28:23,closed,,NickleDave,Charm City,contributor,software-peer-review,pulls
Fix link in card 'Are you a package author',2022-11-02 21:06:46,closed,,NickleDave,Charm City,contributor,software-peer-review,pulls
Fix link in card 'Are you a package author',2022-11-02 21:04:38,closed,,NickleDave,Charm City,contributor,software-peer-review,pulls
Editor updates,2022-10-25 13:48:25,closed,,lwasser,United States,staff,software-peer-review,pulls
INFRA: fix build to check correct dir,2022-10-25 11:11:11,closed,,lwasser,United States,staff,software-peer-review,pulls
DO NOT REVIEW - this PR will eventually be closed CONTENT: start at authoring rewrite,2022-10-21 19:27:07,closed,,lwasser,United States,staff,software-peer-review,pulls
CONTENT: revert to old authoring content,2022-10-21 19:25:12,closed,,lwasser,United States,staff,software-peer-review,pulls
:sparkles: INFRA: move to sphinx book from j book (#127),2022-10-21 19:14:29,closed,,lwasser,United States,staff,software-peer-review,pulls
INFRA: convert to sphinx book,2022-10-21 18:29:56,closed,,lwasser,United States,staff,software-peer-review,pulls
CONTENT: update to EiC and editor role pages,2022-10-21 11:35:39,closed,,lwasser,United States,staff,software-peer-review,pulls
CONTENT: reorg of authoring section,2022-10-21 11:32:21,closed,,lwasser,United States,staff,software-peer-review,pulls
Fixed typos and added suggestions to the text,2022-10-14 20:48:48,closed,great-first-pr :sparkles:,arianesasso,"Berlin, Germany",contributor,software-peer-review,pulls
CI: add link checker,2022-10-12 17:05:41,closed,,lwasser,United States,staff,software-peer-review,pulls
CONTENT: editor guide update w responsibilities,2022-10-12 16:47:35,closed,,lwasser,United States,staff,software-peer-review,pulls
Quick fix: Filter artifact redirect workflow,2022-10-07 15:57:55,closed,,kysolvik,,contributor,software-peer-review,pulls
Document website build,2022-10-07 15:45:19,closed,,kysolvik,,contributor,software-peer-review,pulls
CI Tweaks,2022-10-05 23:16:49,closed,,kysolvik,,contributor,software-peer-review,pulls
CONTENT: updated badges for versioning and intro page cleanup,2022-09-28 23:23:59,closed,,lwasser,United States,staff,software-peer-review,pulls
GitHub ci build,2022-09-28 03:51:02,closed,,kysolvik,,contributor,software-peer-review,pulls
CONTENT: Update policies for peer review,2022-09-27 22:16:18,closed,"reviews-welcome, content-update",lwasser,United States,staff,software-peer-review,pulls
CONTENT: onboarding of editors,2022-09-26 22:58:52,closed,"reviews-welcome, content-update",lwasser,United States,staff,software-peer-review,pulls
CONTENT: EIC guide updates,2022-09-26 17:04:44,closed,"reviews-welcome, content-update",lwasser,United States,staff,software-peer-review,pulls
CONTENT: remove CU email,2022-09-22 20:23:34,closed,,lwasser,United States,staff,software-peer-review,pulls
CI: add link checker to build,2022-09-21 21:57:17,closed,"help wanted, infrastructure",lwasser,United States,staff,software-peer-review,pulls
Author guide cleanup,2022-09-20 17:00:29,closed,enhancement,lwasser,United States,staff,software-peer-review,pulls
ORG: unnest peer review subsections,2022-09-19 23:24:45,closed,enhancement,lwasser,United States,staff,software-peer-review,pulls
Adding links in author-guide.md,2022-02-10 10:31:52,closed,,sumit-158,India,contributor,software-peer-review,pulls
remove reference to a bot in editors-guide.md,2021-09-18 01:26:01,closed,,NickleDave,Charm City,contributor,software-peer-review,pulls
remove reference to a bot in editors-guide.md,2021-09-18 01:21:03,closed,,NickleDave,Charm City,contributor,software-peer-review,pulls
Add GitHub Actions and CircleCI for CI options,2021-06-15 20:18:40,closed,,willingc,San Diego,contributor,software-peer-review,pulls
A few more minor fixes,2021-06-03 21:57:14,closed,,lwasser,United States,staff,software-peer-review,pulls
Guide updates master vs main branch in the text,2021-06-03 17:19:22,closed,,lwasser,United States,staff,software-peer-review,pulls
cleanup of guide part ii,2021-05-26 01:09:02,closed,,lwasser,United States,staff,software-peer-review,pulls
fix links,2021-05-22 01:14:34,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix coi,2021-05-21 21:59:41,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix coi,2021-05-21 21:32:56,closed,,lwasser,United States,staff,software-peer-review,pulls
fix coi link,2021-05-21 17:38:42,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix urls in various places throughout the contributing guide,2021-02-08 16:21:15,closed,,gawbul,Earth,contributor,software-peer-review,pulls
Update templates.md,2020-10-09 00:55:27,closed,,choldgraf,California,contributor,software-peer-review,pulls
minor document updates and adding repository buttons,2020-06-06 00:12:22,closed,,choldgraf,California,contributor,software-peer-review,pulls
updates to the editor template,2020-06-04 15:46:29,closed,,lwasser,United States,staff,software-peer-review,pulls
Add suggestion about python versions support,2020-05-25 21:35:18,closed,,xmnlab,Earth,contributor,software-peer-review,pulls
Fix a collaboration label and Improve a collaboration note,2020-05-22 22:33:20,closed,,xmnlab,Earth,contributor,software-peer-review,pulls
Clean up jenny's editor PR,2020-05-22 21:36:52,closed,,lwasser,United States,staff,software-peer-review,pulls
test at fixing url's so we use dashes everywhere!!,2020-05-22 01:30:47,closed,,lwasser,United States,staff,software-peer-review,pulls
authoring/tools-for-developers: Fix link inside a note ,2020-05-22 01:10:17,closed,,xmnlab,Earth,contributor,software-peer-review,pulls
Add Get Started Checklist to Editor Page,2020-05-21 19:28:24,closed,,jlpalomino,,contributor,software-peer-review,pulls
small updates POS reviews rather than RO,2020-05-21 18:07:34,closed,,lwasser,United States,staff,software-peer-review,pulls
Add doc about git pre commit hook,2020-05-09 22:46:17,closed,,xmnlab,Earth,contributor,software-peer-review,pulls
Docs update,2020-05-06 00:15:00,closed,,choldgraf,California,contributor,software-peer-review,pulls
reorganizing our content,2020-04-30 21:35:06,closed,,choldgraf,California,contributor,software-peer-review,pulls
adding an edit url and GA,2020-04-30 20:50:50,closed,,choldgraf,California,contributor,software-peer-review,pulls
Update to new version of Jupyter Book,2020-04-30 19:07:06,closed,,choldgraf,California,contributor,software-peer-review,pulls
Update pyOpenSci badge details in template.md,2020-02-07 16:34:13,closed,,jlpalomino,,contributor,software-peer-review,pulls
remove locked tmp gemfile,2019-09-30 23:00:31,closed,,lwasser,United States,staff,software-peer-review,pulls
upgrading the book,2019-09-30 20:10:58,closed,,choldgraf,California,contributor,software-peer-review,pulls
updating circle config,2019-09-04 00:48:36,closed,,choldgraf,California,contributor,software-peer-review,pulls
Remove reference to DESCRIPTION,2019-09-03 18:44:55,closed,,mbjoseph,"Denver, CO",contributor,software-peer-review,pulls
A few edits to the reviewer template,2019-06-20 21:06:06,closed,,lwasser,United States,staff,software-peer-review,pulls
Add specific readme requirements to review template,2019-06-04 22:37:40,closed,,lwasser,United States,staff,software-peer-review,pulls
Merge pull request #26 from pyOpenSci/editor-review,2019-06-04 22:33:24,closed,,lwasser,United States,staff,software-peer-review,pulls
Update Editor Template -- joss comes after tech requirements,2019-06-03 15:14:44,closed,,lwasser,United States,staff,software-peer-review,pulls
Updating from master,2019-06-03 15:12:40,closed,,lwasser,United States,staff,software-peer-review,pulls
minor typo,2019-06-02 20:16:27,closed,,cosmicBboy,"Atlanta, GA, US",contributor,software-peer-review,pulls
Add clear requirement for installation instructions in README,2019-05-18 22:47:22,closed,,kysolvik,,contributor,software-peer-review,pulls
removing build folder to force updates,2019-05-14 15:57:31,closed,,choldgraf,California,contributor,software-peer-review,pulls
adding all files in the build,2019-05-02 22:44:07,closed,,choldgraf,California,contributor,software-peer-review,pulls
don't run test,2019-05-02 22:27:45,closed,,choldgraf,California,contributor,software-peer-review,pulls
updating jupyter book,2019-05-02 22:15:00,closed,,choldgraf,California,contributor,software-peer-review,pulls
Updating a link that's relative that should be abs,2019-04-30 16:37:42,closed,,choldgraf,California,contributor,software-peer-review,pulls
Editor Review content edits,2019-04-09 16:14:30,closed,,lwasser,United States,staff,software-peer-review,pulls
Updates to maintenance guide plus link fixes,2019-02-25 22:02:25,closed,,kysolvik,,contributor,software-peer-review,pulls
Fixed links and added a couple more,2019-02-20 21:58:13,closed,,kysolvik,,contributor,software-peer-review,pulls
Updated links and removed some ropensci stuff,2019-02-20 21:33:19,closed,,kysolvik,,contributor,software-peer-review,pulls
Added good/better/best recommendations to packaging guide,2019-02-20 15:10:32,closed,,kysolvik,,contributor,software-peer-review,pulls
Updates to scope and highlighting COC,2019-02-01 21:30:26,closed,,kysolvik,,contributor,software-peer-review,pulls
Merged search functionality from jupyter/jupyter-book,2019-01-30 21:30:50,closed,,kysolvik,,contributor,software-peer-review,pulls
Enabled search and added a preface/intro,2019-01-30 17:29:53,closed,,kysolvik,,contributor,software-peer-review,pulls
Added a disclaimer to the intro page,2019-01-25 23:19:49,closed,,kysolvik,,contributor,software-peer-review,pulls
Added Initial content,2019-01-25 23:08:49,closed,,kysolvik,,contributor,software-peer-review,pulls
Adding jupyter book,2019-01-15 16:54:50,closed,,choldgraf,California,contributor,software-peer-review,pulls
Fix: update deprecated sigstore action,2025-02-19 23:49:26,closed,,lwasser,United States,staff,pyosMeta,issues
Sigstore signature not working because of deprecated articaft,2025-02-19 23:45:32,closed,,lwasser,United States,staff,pyosMeta,issues
Update CHANGELOG.md with 1.6 detail,2025-02-18 22:36:28,closed,,willingc,San Diego,contributor,pyosMeta,issues
Update contributor and review data,2025-02-18 14:57:13,closed,,github-actions[bot],,contributor,pyosMeta,issues
[usability] ProcessIssues.parse_issues(issues) should have a print /…count indicator so we know it's doing something #191,2025-02-17 21:57:08,open,,hariprakash619,,contributor,pyosMeta,issues
Update CHANGELOG.md for 1.6,2025-02-17 18:21:11,closed,maintenance,willingc,San Diego,contributor,pyosMeta,issues
Prep Release of 1.6,2025-02-17 18:19:32,closed,,willingc,San Diego,contributor,pyosMeta,issues
Reorder badges and add more CI badges in README,2025-02-15 18:21:52,closed,,willingc,San Diego,contributor,pyosMeta,issues
[hotfix] handle packages that lack a description on GitHub,2025-02-15 03:44:17,closed,,banesullivan,United States,contributor,pyosMeta,issues
"In CONTRIBUTING.md, add more specifics on configuring API token #194",2025-02-07 22:39:42,closed,,hariprakash619,,contributor,pyosMeta,issues
"If a user's github token is missing, we fail quietly",2025-02-07 00:23:45,open,,lwasser,United States,staff,pyosMeta,issues
Update contributor and review data,2025-02-01 00:24:34,closed,,github-actions[bot],,contributor,pyosMeta,issues
In the packages.yml file - 3 authors names are Name.,2025-01-30 18:27:18,closed,,lwasser,United States,staff,pyosMeta,issues
Update contributor and review data,2025-01-15 00:22:44,closed,,github-actions[bot],,contributor,pyosMeta,issues
Update contributor and review data,2025-01-14 18:54:44,closed,,github-actions[bot],,contributor,pyosMeta,issues
:sparkles: release 1.5,2025-01-14 18:50:57,closed,,lwasser,United States,staff,pyosMeta,issues
Consistent formats for JOSS dois,2025-01-14 18:34:54,open,,lwasser,United States,staff,pyosMeta,issues
feat: Validate JOSS and Zenodo dois in a separate workflow ,2025-01-14 18:32:31,open,,lwasser,United States,staff,pyosMeta,issues
fix: parse and clean archive badges and markdown links to URL,2024-12-15 06:02:44,closed,,banesullivan,United States,contributor,pyosMeta,issues
feat: add archive label and active status to ReviewModel,2024-12-15 04:27:26,closed,,banesullivan,United States,contributor,pyosMeta,issues
Update contributor and review data,2024-12-15 00:25:12,closed,,github-actions[bot],,contributor,pyosMeta,issues
pyosmeta missing joss doi and sometimes parsing DOI values differently; we should add some checks for consistency,2024-11-21 00:52:51,open,help wanted,lwasser,United States,staff,pyosMeta,issues
pyosmeta doing odd things with the gitub username / name,2024-11-19 22:25:35,closed,help wanted,lwasser,United States,staff,pyosMeta,issues
Multiple maintainers are not being processed correctly,2024-11-19 22:22:17,closed,help wanted,lwasser,United States,staff,pyosMeta,issues
"In CONTRIBUTING.md, add more specifics on configuring API token",2024-07-13 18:00:48,closed,"documentation, good first issue, help wanted",ehinman,"Madison, WI",contributor,pyosMeta,issues
Fix: update deprecated sigstore action,2025-02-19 23:49:26,closed,,lwasser,United States,staff,pyosMeta,pulls
Update CHANGELOG.md with 1.6 detail,2025-02-18 22:36:28,closed,,willingc,San Diego,contributor,pyosMeta,pulls
Update contributor and review data,2025-02-18 14:57:13,closed,,github-actions[bot],,contributor,pyosMeta,pulls
[usability] ProcessIssues.parse_issues(issues) should have a print /…count indicator so we know it's doing something #191,2025-02-17 21:57:08,open,,hariprakash619,,contributor,pyosMeta,pulls
Update CHANGELOG.md for 1.6,2025-02-17 18:21:11,closed,maintenance,willingc,San Diego,contributor,pyosMeta,pulls
Reorder badges and add more CI badges in README,2025-02-15 18:21:52,closed,,willingc,San Diego,contributor,pyosMeta,pulls
[hotfix] handle packages that lack a description on GitHub,2025-02-15 03:44:17,closed,,banesullivan,United States,contributor,pyosMeta,pulls
"In CONTRIBUTING.md, add more specifics on configuring API token #194",2025-02-07 22:39:42,closed,,hariprakash619,,contributor,pyosMeta,pulls
Update contributor and review data,2025-02-01 00:24:34,closed,,github-actions[bot],,contributor,pyosMeta,pulls
Update contributor and review data,2025-01-15 00:22:44,closed,,github-actions[bot],,contributor,pyosMeta,pulls
Update contributor and review data,2025-01-14 18:54:44,closed,,github-actions[bot],,contributor,pyosMeta,pulls
:sparkles: release 1.5,2025-01-14 18:50:56,closed,,lwasser,United States,staff,pyosMeta,pulls
fix: parse and clean archive badges and markdown links to URL,2024-12-15 06:02:44,closed,,banesullivan,United States,contributor,pyosMeta,pulls
feat: add archive label and active status to ReviewModel,2024-12-15 04:27:26,closed,,banesullivan,United States,contributor,pyosMeta,pulls
Update contributor and review data,2024-12-15 00:25:12,closed,,github-actions[bot],,contributor,pyosMeta,pulls
Release 0.4 :sparkles:,2024-11-23 00:51:46,closed,,lwasser,United States,staff,pyosMeta,pulls
Update contributor and review data,2024-11-22 18:29:17,closed,,github-actions[bot],,contributor,pyosMeta,pulls
add: data files to repo,2024-11-22 18:27:27,closed,,lwasser,United States,staff,pyosMeta,pulls
Create test-update-contribs.yml,2024-11-22 18:06:37,closed,,lwasser,United States,staff,pyosMeta,pulls
fix: make sure eic roles are populated correctly,2024-11-22 01:47:13,closed,,lwasser,United States,staff,pyosMeta,pulls
"fix: relase ReviewUser name to accept None, add docs",2024-11-21 20:32:43,closed,,lwasser,United States,staff,pyosMeta,pulls
Fix names,2024-11-21 20:13:43,closed,,lwasser,United States,staff,pyosMeta,pulls
add: new repos to build,2024-11-21 19:02:49,closed,,lwasser,United States,staff,pyosMeta,pulls
Add: after_date flag to pyosmeta,2024-08-27 16:34:25,closed,,lwasser,United States,staff,pyosMeta,pulls
feat: Add after date to api call ,2024-08-18 00:53:36,closed,,lwasser,United States,staff,pyosMeta,pulls
Add: additional repos to parse contributors,2024-08-15 22:32:53,closed,,lwasser,United States,staff,pyosMeta,pulls
Release 1.3.5,2024-08-15 20:52:46,closed,,lwasser,United States,staff,pyosMeta,pulls
feat: support for issues ++ prs ✨  in pyosmeta,2024-08-14 22:59:52,closed,,lwasser,United States,staff,pyosMeta,pulls
Add unit test file for file_io.py,2024-08-03 01:03:50,closed,maintenance,willingc,San Diego,contributor,pyosMeta,pulls
Add unit tests using pytest for contributors module,2024-08-02 21:51:02,closed,maintenance,willingc,San Diego,contributor,pyosMeta,pulls
 ✨ Release v1.3.4 update changelog ✨ ,2024-08-01 23:20:38,closed,,lwasser,United States,staff,pyosMeta,pulls
